Date,min_t,max_t
2008-05-27,12.8,18.1
2008-05-28,14.4,22.8
2008-05-29,15.6,20.7
2008-05-30,15.5,23.7
2008-05-31,14.6,19.7
2008-06-01,13.9,22.6
2008-06-02,16.1,22.4
2008-06-03,13.9,18
2008-06-04,12.4,19
2008-06-05,13.8,19.8
2008-06-06,12.9,17.5
2008-06-07,11.8,18.9
2008-06-08,11.8,21.4
2008-06-09,15,27.7
2008-06-10,16.5,27.5
2008-06-11,15.3,22.3
2008-06-12,12.6,17.7
2008-06-13,10,17.8
2008-06-14,11.7,19.6
2008-06-15,11.6,18.1
2008-06-16,12.6,20.5
2008-06-17,11.4,23.2
2008-06-18,13.7,22.7
2008-06-19,14,21.5
2008-06-20,15.7,23.5
2008-06-21,16.4,28.3
2008-06-22,18.4,28
2008-06-23,13.2,24.6
2008-06-24,15.9,29.7
2008-06-25,19.4,25.7
2008-06-26,14.8,24.9
2008-06-27,14.1,22.1
2008-06-28,18.4,25.9
2008-06-29,17.6,24.7
2008-06-30,14.9,26.2
2008-07-01,15.7,31.8
2008-07-02,19.3,23.9
2008-07-03,15.2,23.5
2008-07-04,10.4,24.4
2008-07-05,17.1,23
2008-07-06,12.4,24
2008-07-07,13.6,20.8
2008-07-08,13.5,19.7
2008-07-09,12.8,25.4
2008-07-10,15.3,28.3
2008-07-11,16.6,23.5
2008-07-12,14,20.7
2008-07-13,12.8,19.6
2008-07-14,12.2,24.9
2008-07-15,14.9,27.3
2008-07-16,17.1,22.3
2008-07-17,15.2,22
2008-07-18,15.3,22
2008-07-19,17.1,24.2
2008-07-20,12.9,20.6
2008-07-21,12.6,20.4
2008-07-22,12.4,25.7
2008-07-23,14.5,28
2008-07-24,16.4,29.3
2008-07-25,18,26.5
2008-07-26,16.4,26.1
2008-07-27,19.3,29.7
2008-07-28,19.7,31.8
2008-07-29,17.4,26.3
2008-07-30,17.4,31.3
2008-07-31,20.4,34
2008-08-01,16.8,24.9
2008-08-02,15.2,25
2008-08-03,17.4,24.8
2008-08-04,17.5,24.5
2008-08-05,17.7,28.5
2008-08-06,17.4,32.4
2008-08-07,17.4,23.9
2008-08-08,16.2,21.7
2008-08-09,14.2,25
2008-08-10,16.2,22.5
2008-08-11,14.9,23.4
2008-08-12,15.8,24.7
2008-08-13,15,22.8
2008-08-14,11.9,22.1
2008-08-15,14.3,22.8
2008-08-16,13.5,24
2008-08-17,15.8,22.5
2008-08-18,14.5,25.4
2008-08-19,15.6,23.2
2008-08-20,15.5,21.4
2008-08-21,13.7,23.2
2008-08-22,16,17.1
2008-08-23,12.8,20.1
2008-08-24,12,18.9
2008-08-25,13.9,22.6
2008-08-26,15.6,22.1
2008-08-27,14.7,22.8
2008-08-28,16.8,19.9
2008-08-29,17,22.2
2008-08-30,14.6,29.3
2008-08-31,18.1,26.8
2008-09-01,16.4,22.3
2008-09-02,14.9,22.9
2008-09-03,12.6,17.1
2008-09-04,10.6,19.2
2008-09-05,13.8,20.2
2008-09-06,14.8,21.6
2008-09-07,14.1,19.5
2008-09-08,11.8,21.4
2008-09-09,11.7,26.9
2008-09-10,16.4,25.1
2008-09-11,16,27.7
2008-09-12,13.5,19
2008-09-13,11.1,18.3
2008-09-14,12.2,19.9
2008-09-15,9.1,14.8
2008-09-16,8.9,17.9
2008-09-17,9.2,16.3
2008-09-18,7.8,16.1
2008-09-19,7.9,18.6
2008-09-20,8.6,19.8
2008-09-21,8.6,18.3
2008-09-22,9.3,18.5
2008-09-23,9.1,14.2
2008-09-24,12,19.7
2008-09-25,12.6,19.9
2008-09-26,9.7,19.1
2008-09-27,8.9,21
2008-09-28,9.4,20.4
2008-09-29,9.6,17.7
2008-09-30,9.9,14.5
2008-10-01,12.9,18.6
2008-10-02,8.8,14.5
2008-10-03,5.9,11.7
2008-10-04,6,14
2008-10-05,10.2,16.6
2008-10-06,14.1,18.4
2008-10-07,14,21.4
2008-10-08,12,16.4
2008-10-09,9.5,17
2008-10-10,7.6,19.6
2008-10-11,9.5,17.5
2008-10-12,10.5,20.7
2008-10-13,13.2,24.5
2008-10-14,14,18.7
2008-10-15,13.5,17.3
2008-10-16,12,14.5
2008-10-17,6.8,14.5
2008-10-18,5.7,15
2008-10-19,3.9,16.6
2008-10-20,6.7,19.5
2008-10-21,10.2,12.2
2008-10-22,8.9,13.4
2008-10-23,4,14.6
2008-10-24,7,13.1
2008-10-25,9.5,12.3
2008-10-26,7.2,14.9
2008-10-27,8.9,13.4
2008-10-28,5.7,10.7
2008-10-29,1.2,5.8
2008-10-30,2.8,6.4
2008-10-31,4.3,8
2008-11-01,6.7,10.9
2008-11-02,6.9,13.2
2008-11-03,8.5,17.5
2008-11-04,6.8,16.4
2008-11-05,8.1,9.7
2008-11-06,8.3,10.5
2008-11-07,8.8,11.7
2008-11-08,4.9,12.6
2008-11-09,9.5,13.9
2008-11-10,10.7,15.2
2008-11-11,8.1,13.5
2008-11-12,7.2,9.9
2008-11-13,5.5,11.8
2008-11-14,6.3,10.9
2008-11-15,10.2,12.3
2008-11-16,11.6,12.9
2008-11-17,7.1,10.7
2008-11-18,6.7,11.8
2008-11-19,6.5,11.4
2008-11-20,9,12.9
2008-11-21,8.5,11.8
2008-11-22,3.9,7.4
2008-11-23,-0.1,7.8
2008-11-24,2.9,7.6
2008-11-25,0.5,7
2008-11-26,4.1,7.7
2008-11-27,1.2,5
2008-11-28,0.9,3.4
2008-11-29,1.3,6.1
2008-11-30,0.8,5.4
2008-12-01,2.9,6.4
2008-12-02,1.3,6.9
2008-12-03,3.2,7.8
2008-12-04,0.2,10.3
2008-12-05,6.1,8.3
2008-12-06,5.8,8.9
2008-12-07,2.9,4.7
2008-12-08,1.1,2.8
2008-12-09,0.6,3.9
2008-12-10,2.2,4.8
2008-12-11,-0.5,4.6
2008-12-12,-1.6,1
2008-12-13,-2.1,4.2
2008-12-14,2.5,4.2
2008-12-15,1.3,3
2008-12-16,0.6,1.6
2008-12-17,-0.7,6.6
2008-12-18,2.4,9.5
2008-12-19,6.3,9.7
2008-12-20,5.9,12.1
2008-12-21,9.7,10.4
2008-12-22,9.3,9.9
2008-12-23,7.6,10.1
2008-12-24,2.5,7.1
2008-12-25,4.5,7.2
2008-12-26,0.2,3.5
2008-12-27,-1,1.7
2008-12-28,-2.8,0.9
2008-12-29,-3.3,1.4
2008-12-30,0.2,1.3
2008-12-31,0.4,3.3
